chr	start	end	H3K27ac.ENCFF384ZZM.chr22.bam.readCount	H3K27ac.ENCFF384ZZM.chr22.bam.RPM	H3K27ac.ENCFF384ZZM.chr22.bam.readCount.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.RPM.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM.quantile	H3K27ac.RPM	H3K27ac.RPM.quantile	H3K27ac.RPKM	H3K27ac.RPKM.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM.quantile	DHS.RPM	DHS.RPM.quantile	DHS.RPKM	DHS.RPKM.quantile	class	isPromoterElement	isGenicElement	isIntergenicElement	promoterSymbol	genicSymbol	name	DHS.RPMpromoter.quantile	normalized_dhs	DHS.RPMnonpromoter.quantile	H3K27ac.RPMpromoter.quantile	normalized_h3K27ac	H3K27ac.RPMnonpromoter.quantile	activity_base	activity_base_no_qnorm
chr22	26870585	26871085	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	12	27.630606	0.174625	0.174625	55.261213	0.178679	12	30.742666	0.270721	0.270721	61.485332	0.273874	29.186636	0.217267	58.373272	0.221171	genic	False	True	False		HPS4	genic|chr22:26870585-26871085		15.185350	0.178209		12.835659	0.133793	13.961160	11.549453
chr22	26873172	26873672	11	50.272615	0.670721	0.670721	100.545229	0.679429	50.272615	0.670721	100.545229	0.679429	20	46.051011	0.393393	0.393393	92.102021	0.401502	21	53.799665	0.471171	0.471171	107.599331	0.479880	49.925338	0.439640	99.850676	0.447748	genic	False	True	False		HPS4	genic|chr22:26873172-26873672		17.690104	0.431835		20.308757	0.697970	18.954261	50.098675
chr22	26875145	26875645	69	315.346401	0.942943	0.942943	630.692802	0.949099	315.346401	0.942943	630.692802	0.949099	44	101.312224	0.659910	0.659910	202.624447	0.670571	31	79.418554	0.603453	0.603453	158.837107	0.611862	90.365389	0.634535	180.730777	0.644444	genic	False	True	False		HPS4	genic|chr22:26875145-26875645		20.957440	0.650834		43.780600	0.965917	30.290746	168.808768
chr22	26875731	26876231	57	260.503549	0.928829	0.928829	521.007098	0.934084	260.503549	0.928829	521.007098	0.934084	56	128.942830	0.720871	0.720871	257.885660	0.731081	46	117.846886	0.701201	0.701201	235.693772	0.711111	123.394858	0.711411	246.789716	0.722222	genic	False	True	False		HPS4	genic|chr22:26875731-26876231		23.136189	0.738216		40.940532	0.955584	30.776742	179.289705
chr22	26879555	26880099	38	173.669033	0.892943	0.892943	319.244545	0.888589	173.669033	0.892943	319.244545	0.888589	68	156.573436	0.760511	0.760511	287.818817	0.758559	95	243.379439	0.844745	0.844745	447.388674	0.838138	199.976438	0.809610	367.603746	0.807207	promoter	True	False	False	HPS4,SRRD	HPS4,SRRD	promoter|chr22:26879555-26880099	0.664336	44.510269		0.733392	48.764604		46.588900	186.359101
chr22	26889295	26889795	225	1028.303482	0.990991	0.990991	2056.606964	0.993994	1028.303482	0.990991	2056.606964	0.993994	191	439.787152	0.912763	0.912763	879.574304	0.920721	187	479.073211	0.927027	0.927027	958.146422	0.933634	459.430182	0.920420	918.860363	0.927628	genic	False	True	False		TFIP11	genic|chr22:26889295-26889795		37.587862	0.943800		73.925444	0.997462	52.713370	687.338094
chr22	26896477	26896977	9	41.132139	0.616517	0.616517	82.264279	0.624925	41.132139	0.616517	82.264279	0.624925	192	442.089703	0.913964	0.913964	884.179406	0.921622	164	420.149768	0.915766	0.915766	840.299536	0.921171	431.119735	0.915015	862.239471	0.921622	genic	False	True	False		TFIP11	genic|chr22:26896477-26896977		36.786293	0.938361		18.857372	0.636693	26.338048	133.164849
chr22	26898844	26899344	6	27.421426	0.512763	0.512763	54.842852	0.520721	27.421426	0.512763	54.842852	0.520721	24	55.261213	0.475976	0.475976	110.522426	0.484384	15	38.428332	0.351351	0.351351	76.856665	0.357357	46.844773	0.416667	93.689545	0.423574	genic	False	True	False		TFIP11	genic|chr22:26898844-26899344		17.423336	0.404822		16.767752	0.519761	17.092401	35.840626
chr22	26908222	26908747	53	242.222598	0.923273	0.923273	461.376377	0.923724	242.222598	0.923273	461.376377	0.923724	163	375.315737	0.895495	0.895495	714.887119	0.895796	120	307.426660	0.876727	0.876727	585.574590	0.877477	341.371198	0.888288	650.230854	0.886787	promoter	True	False	False	TFIP11,LOC100507599	TFIP11,LOC100507599	promoter|chr22:26908222-26908747	0.756993	49.065249		0.787587	51.957430		50.490635	287.554897
chr22	26914109	26914609	21	95.974992	0.813363	0.813363	191.949983	0.821021	95.974992	0.813363	191.949983	0.821021	22	50.656112	0.436186	0.436186	101.312224	0.443844	29	74.294776	0.584535	0.584535	148.589552	0.591592	62.475444	0.525676	124.950888	0.533634	intergenic	False	False	True			intergenic|chr22:26914109-26914609		18.736230	0.529550		27.186821	0.854967	22.569416	77.434361
chr22	26920126	26920626	2	9.140475	0.255556	0.255556	18.280951	0.257357	9.140475	0.255556	18.280951	0.257357	8	18.420404	0.077327	0.077327	36.840809	0.078228	9	23.056999	0.182883	0.182883	46.113999	0.185285	20.738702	0.118769	41.477404	0.120871	intergenic	False	False	True			intergenic|chr22:26920126-26920626		14.082471	0.066534		13.901623	0.239123	13.991755	13.768137
chr22	26925318	26925818	0	0.000000	0.048949	0.048949	0.000000	0.048949	0.000000	0.048949	0.000000	0.048949	7	16.117854	0.068168	0.068168	32.235707	0.069069	4	10.247555	0.080030	0.080030	20.495111	0.080931	13.182705	0.067117	26.365409	0.068018	genic	False	True	False		TPST2	genic|chr22:26925318-26925818		13.627597	0.012509		11.887116	0.040065	12.727640	0.000000
chr22	26950629	26951129	7	31.991664	0.553303	0.553303	63.983328	0.560511	31.991664	0.553303	63.983328	0.560511	12	27.630606	0.174625	0.174625	55.261213	0.178679	4	10.247555	0.080030	0.080030	20.495111	0.080931	18.939081	0.099700	37.878162	0.101201	genic	False	True	False		TPST2	genic|chr22:26950629-26951129		13.867625	0.044779		17.442650	0.564902	15.552753	24.614888
chr22	26964346	26964846	9	41.132139	0.616517	0.616517	82.264279	0.624925	41.132139	0.616517	82.264279	0.624925	20	46.051011	0.393393	0.393393	92.102021	0.401502	19	48.675888	0.432883	0.432883	97.351776	0.441742	47.363449	0.421321	94.726898	0.428829	genic	False	True	False		TPST2	genic|chr22:26964346-26964846		17.475257	0.410080		18.857372	0.636693	18.153165	44.137965
chr22	26969069	26969569	10	45.702377	0.645195	0.645195	91.404754	0.653754	45.702377	0.645195	91.404754	0.653754	97	223.347402	0.825976	0.825976	446.694804	0.833784	91	233.131883	0.837237	0.837237	466.263767	0.845045	228.239643	0.833333	456.479285	0.840541	genic	False	True	False		TPST2	genic|chr22:26969069-26969569		28.696421	0.862582		19.593759	0.669688	23.712249	102.132728
chr22	26981022	26981522	15	68.553565	0.748048	0.748048	137.107131	0.755105	68.553565	0.748048	137.107131	0.755105	25	57.563763	0.494444	0.494444	115.127527	0.502102	27	69.170998	0.561411	0.561411	138.341997	0.569069	63.367381	0.532432	126.734762	0.541141	genic	False	True	False		TPST2	genic|chr22:26981022-26981522		18.859737	0.537708		23.160591	0.783901	20.899824	65.909483
chr22	26982489	26982989	23	105.115467	0.826877	0.826877	210.230934	0.836336	105.115467	0.826877	210.230934	0.836336	106	244.070357	0.840541	0.840541	488.140713	0.847297	91	233.131883	0.837237	0.837237	466.263767	0.845045	238.601120	0.840841	477.202240	0.848348	genic	False	True	False		TPST2	genic|chr22:26982489-26982989		29.210466	0.869833		28.409042	0.869471	28.806967	158.368773
chr22	26984162	26984662	29	132.536893	0.860360	0.860360	265.073786	0.868318	132.536893	0.860360	265.073786	0.868318	72	165.783639	0.775526	0.775526	331.567277	0.786186	67	171.646552	0.784685	0.784685	343.293103	0.793544	168.715095	0.783483	337.430190	0.792192	genic	False	True	False		TPST2	genic|chr22:26984162-26984662		25.912552	0.813633		30.945150	0.899565	28.317271	149.535864
chr22	26985839	26986560	29	132.536893	0.860360	0.860360	183.823708	0.816817	132.536893	0.860360	183.823708	0.816817	34	78.286718	0.598498	0.598498	108.580746	0.474174	38	97.351776	0.654655	0.654655	135.023267	0.561562	87.819247	0.626727	121.802007	0.523724	promoter	True	False	False	TPST2	TPST2	promoter|chr22:26985839-26986560	0.554196	40.833340		0.672203	46.229214		43.447592	107.885542
chr22	26992793	26993293	4	18.280951	0.406607	0.406607	36.561902	0.411712	18.280951	0.406607	36.561902	0.411712	11	25.328056	0.143393	0.143393	50.656112	0.146847	13	33.304555	0.298198	0.298198	66.609110	0.303303	29.316305	0.219369	58.632611	0.223273	intergenic	False	False	True			intergenic|chr22:26992793-26993293		15.210416	0.180747		15.574873	0.404460	15.391566	23.150161
chr22	27002450	27002950	7	31.991664	0.553303	0.553303	63.983328	0.560511	31.991664	0.553303	63.983328	0.560511	12	27.630606	0.174625	0.174625	55.261213	0.178679	9	23.056999	0.182883	0.182883	46.113999	0.185285	25.343803	0.165465	50.687606	0.169219	genic	False	True	False		CRYBB1	genic|chr22:27002450-27002950		14.598103	0.118745		17.442650	0.564902	15.957118	28.474382
chr22	27004110	27004610	2	9.140475	0.255556	0.255556	18.280951	0.257357	9.140475	0.255556	18.280951	0.257357	17	39.143359	0.322072	0.322072	78.286718	0.328378	22	56.361554	0.489339	0.489339	112.723108	0.497297	47.752457	0.423423	95.504913	0.430631	genic	False	True	False		CRYBB1	genic|chr22:27004110-27004610		17.496742	0.412255		13.901623	0.239123	15.595932	20.892107
chr22	27013425	27014241	80	365.619016	0.952853	0.952853	448.062519	0.922523	365.619016	0.952853	448.062519	0.922523	80	184.204043	0.796997	0.796997	225.740249	0.700901	68	174.208440	0.787688	0.787688	213.490736	0.685285	179.206242	0.792643	219.615492	0.693093	promoter	True	False	False	CRYBB1	CRYBB1	promoter|chr22:27013425-27014241	0.648601	43.807284		0.854021	57.622544		50.242284	255.971111
chr22	27014387	27014887	28	127.966656	0.855255	0.855255	255.933311	0.863814	127.966656	0.855255	255.933311	0.863814	22	50.656112	0.436186	0.436186	101.312224	0.443844	13	33.304555	0.298198	0.298198	66.609110	0.303303	41.980333	0.373874	83.960667	0.380180	promoter	True	False	False	CRYBB1		promoter|chr22:27014387-27014887	0.464161	39.055404		0.666084	46.016356		42.393247	73.294494
chr22	27017677	27018177	6	27.421426	0.512763	0.512763	54.842852	0.520721	27.421426	0.512763	54.842852	0.520721	10	23.025505	0.112162	0.112162	46.051011	0.114264	5	12.809444	0.095946	0.095946	25.618888	0.097147	17.917475	0.093093	35.834949	0.094895	promoter	True	False	False	CRYBA4	CRYBA4	promoter|chr22:27017677-27018177	0.358392	37.251897		0.479895	40.214986		38.705097	22.165800
chr22	27024591	27025091	10	45.702377	0.645195	0.645195	91.404754	0.653754	45.702377	0.645195	91.404754	0.653754	46	105.917325	0.672523	0.672523	211.834649	0.684685	38	97.351776	0.654655	0.654655	194.703551	0.665616	101.634550	0.663063	203.269100	0.675075	genic	False	True	False		CRYBA4	genic|chr22:27024591-27025091		21.747487	0.684554		19.593759	0.669688	20.642554	68.153800
chr22	27026156	27026656	41	187.379746	0.900000	0.900000	374.759491	0.904505	187.379746	0.900000	374.759491	0.904505	46	105.917325	0.672523	0.672523	211.834649	0.684685	45	115.284997	0.695345	0.695345	230.569995	0.705105	110.601161	0.684835	221.202322	0.696547	genic	False	True	False		CRYBA4	genic|chr22:27026156-27026656		22.319781	0.708303		36.536825	0.931835	28.556854	143.959777
chr22	27028497	27028997	62	283.354737	0.934985	0.934985	566.709475	0.941141	283.354737	0.934985	566.709475	0.941141	334	769.051879	0.959159	0.959159	1538.103758	0.962763	263	673.776762	0.956757	0.956757	1347.553524	0.960661	721.414320	0.957958	1442.828641	0.961261	intergenic	False	False	True			intergenic|chr22:27028497-27028997		44.598975	0.973169		42.079573	0.960116	43.320963	452.124060
chr22	27037853	27038353	52	237.652360	0.921471	0.921471	475.304721	0.927327	237.652360	0.921471	475.304721	0.927327	57	131.245381	0.725976	0.725976	262.490761	0.736486	57	146.027663	0.751502	0.751502	292.055327	0.760961	138.636522	0.739039	277.273044	0.749850	intergenic	False	False	True			intergenic|chr22:27037853-27038353		24.047336	0.767585		39.926205	0.950326	30.985785	181.513902
chr22	27039018	27039518	35	159.958319	0.884384	0.884384	319.916639	0.890841	159.958319	0.884384	319.916639	0.890841	107	246.372907	0.842342	0.842342	492.745815	0.848799	101	258.750772	0.854955	0.854955	517.501544	0.861562	252.561840	0.849249	505.123679	0.856456	intergenic	False	False	True			intergenic|chr22:27039018-27039518		29.775916	0.877810		34.443384	0.920413	32.024729	200.995939
chr22	27041136	27041636	19	86.834516	0.793093	0.793093	173.669033	0.801051	86.834516	0.793093	173.669033	0.801051	207	476.627961	0.922222	0.922222	953.255922	0.929129	163	417.587879	0.915315	0.915315	835.175758	0.920721	447.107920	0.917417	894.215840	0.925225	intergenic	False	False	True			intergenic|chr22:27041136-27041636		37.213796	0.941262		25.840850	0.833212	31.010258	197.039082
chr22	27053195	27053695	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	6	13.815303	0.061712	0.061712	27.630606	0.062312	6	15.371333	0.113664	0.113664	30.742666	0.115465	14.593318	0.074174	29.186636	0.075676	promoter	True	False	False	MIAT	MIAT	promoter|chr22:27053195-27053695	0.344406	37.013417		0.245629	35.678399		36.339778	8.166697
chr22	27054768	27055268	14	63.983328	0.732132	0.732132	127.966656	0.740090	63.983328	0.732132	127.966656	0.740090	187	430.576950	0.909910	0.909910	861.153900	0.917568	143	366.350103	0.898198	0.898198	732.700205	0.902703	398.463526	0.905706	796.927053	0.910811	genic	False	True	False		MIAT	genic|chr22:27054768-27055268		35.450343	0.929297		22.379882	0.766860	28.166904	159.671608
chr22	27061462	27061962	4	18.280951	0.406607	0.406607	36.561902	0.411712	18.280951	0.406607	36.561902	0.411712	23	52.958662	0.456607	0.456607	105.917325	0.464114	33	84.542331	0.622222	0.622222	169.084663	0.632883	68.750497	0.564114	137.500994	0.571321	genic	False	True	False		MIAT	genic|chr22:27061462-27061962		19.415964	0.572698		15.574873	0.404460	17.389686	35.451720
chr22	27068555	27069086	142	648.973753	0.978979	0.978979	1222.172793	0.980480	648.973753	0.978979	1222.172793	0.980480	237	545.704477	0.936787	0.936787	1027.692047	0.938739	182	466.263767	0.923423	0.923423	878.086190	0.924625	505.984122	0.931231	952.889118	0.933033	promoter	True	False	False	MIATNB	MIATNB,MIAT	promoter|chr22:27068555-27069086	0.825175	54.322538		0.917832	68.285607		60.905233	573.036137
chr22	27074885	27075385	2	9.140475	0.255556	0.255556	18.280951	0.257357	9.140475	0.255556	18.280951	0.257357	34	78.286718	0.598498	0.598498	156.573436	0.607808	39	99.913664	0.661111	0.661111	199.827329	0.672072	89.100191	0.630631	178.200383	0.640390	genic	False	True	False		MIATNB	genic|chr22:27074885-27075385		20.859484	0.646302		13.901623	0.239123	17.028819	28.538012
chr22	27084186	27084686	2	9.140475	0.255556	0.255556	18.280951	0.257357	9.140475	0.255556	18.280951	0.257357	22	50.656112	0.436186	0.436186	101.312224	0.443844	25	64.047221	0.532432	0.532432	128.094441	0.539339	57.351666	0.491441	114.703333	0.500450	genic	False	True	False		MIATNB	genic|chr22:27084186-27084686		18.261238	0.489666		13.901623	0.239123	15.933011	22.895884
chr22	27103436	27103936	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	10	23.025505	0.112162	0.112162	46.051011	0.114264	12	30.742666	0.270721	0.270721	61.485332	0.273874	26.884086	0.187387	53.768171	0.191291	genic	False	True	False		MIATNB	genic|chr22:27103436-27103936		14.846967	0.143945		12.835659	0.133793	13.804731	11.084524
chr22	27108086	27108586	2	9.140475	0.255556	0.255556	18.280951	0.257357	9.140475	0.255556	18.280951	0.257357	10	23.025505	0.112162	0.112162	46.051011	0.114264	5	12.809444	0.095946	0.095946	25.618888	0.097147	17.917475	0.093093	35.834949	0.094895	genic	False	True	False		MIATNB	genic|chr22:27108086-27108586		13.803171	0.038252		13.901623	0.239123	13.852309	12.797431
chr22	27109866	27110366	4	18.280951	0.406607	0.406607	36.561902	0.411712	18.280951	0.406607	36.561902	0.411712	12	27.630606	0.174625	0.174625	55.261213	0.178679	8	20.495111	0.157057	0.157057	40.990221	0.159760	24.062859	0.153904	48.125717	0.157658	genic	False	True	False		MIATNB	genic|chr22:27109866-27110366		14.463824	0.105149		15.574873	0.404460	15.009071	20.973601
chr22	27173409	27173909	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	18	41.445910	0.349399	0.349399	82.891819	0.356607	16	40.990221	0.372973	0.372973	81.980443	0.380180	41.218065	0.366216	82.436131	0.372523	genic	False	True	False		MIATNB	genic|chr22:27173409-27173909		16.846831	0.346447		12.835659	0.133793	14.705107	13.725027
chr22	27231871	27232371	3	13.710713	0.338438	0.338438	27.421426	0.342042	13.710713	0.338438	27.421426	0.342042	16	36.840809	0.296096	0.296096	73.681617	0.302402	19	48.675888	0.432883	0.432883	97.351776	0.441742	42.758348	0.383183	85.516696	0.389189	intergenic	False	False	True			intergenic|chr22:27231871-27232371		17.038402	0.365845		14.813471	0.329224	15.887035	24.212547
chr22	27233954	27234818	3	13.710713	0.338438	0.338438	15.868881	0.209009	13.710713	0.338438	15.868881	0.209009	15	34.538258	0.268318	0.268318	39.974836	0.084084	6	15.371333	0.113664	0.113664	17.790895	0.072372	24.954796	0.161712	28.882865	0.075075	intergenic	False	False	True			intergenic|chr22:27233954-27234818		14.555134	0.114394		14.813471	0.329224	14.683734	18.497244
chr22	27299004	27299504	0	0.000000	0.048949	0.048949	0.000000	0.048949	0.000000	0.048949	0.000000	0.048949	2	4.605101	0.035285	0.035285	9.210202	0.035736	0	0.000000	0.009760	0.009760	0.000000	0.009760	2.302551	0.018769	4.605101	0.019069	promoter	True	False	False	LINC01422	LINC01422	promoter|chr22:27299004-27299504	0.109266	33.003967		0.092657	32.716076		32.859706	0.000000
chr22	27456230	27456730	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	2	4.605101	0.035285	0.035285	9.210202	0.035736	2	5.123778	0.042492	0.042492	10.247555	0.042643	4.864439	0.036787	9.728879	0.036787	promoter	True	False	False	LOC284898	LOC284898	promoter|chr22:27456230-27456730	0.214161	34.792569		0.245629	35.678399		35.232700	4.715044
chr22	27530216	27530716	9	41.132139	0.616517	0.616517	82.264279	0.624925	41.132139	0.616517	82.264279	0.624925	46	105.917325	0.672523	0.672523	211.834649	0.684685	27	69.170998	0.561411	0.561411	138.341997	0.569069	87.544162	0.625225	175.088323	0.635736	intergenic	False	False	True			intergenic|chr22:27530216-27530716		20.738020	0.640682		18.857372	0.636693	19.775352	60.007322
chr22	27550684	27551184	5	22.851188	0.465015	0.465015	45.702377	0.471922	22.851188	0.465015	45.702377	0.471922	26	59.866314	0.509009	0.509009	119.732628	0.516667	11	28.180777	0.241441	0.241441	56.361554	0.244294	44.023546	0.391441	88.047091	0.398348	intergenic	False	False	True			intergenic|chr22:27550684-27551184		17.133293	0.375453		16.222524	0.468455	16.671690	31.717351
chr22	27583227	27583727	0	0.000000	0.048949	0.048949	0.000000	0.048949	0.000000	0.048949	0.000000	0.048949	2	4.605101	0.035285	0.035285	9.210202	0.035736	1	2.561889	0.026426	0.026426	5.123778	0.026727	3.583495	0.027027	7.166990	0.027778	promoter	True	False	False	LOC105372977	LOC105372977	promoter|chr22:27583227-27583727	0.157343	33.823743		0.092657	32.716076		33.265299	0.000000
chr22	27679750	27680250	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	9	20.722955	0.089790	0.089790	41.445910	0.091441	9	23.056999	0.182883	0.182883	46.113999	0.185285	21.889977	0.133483	43.779954	0.136186	intergenic	False	False	True			intergenic|chr22:27679750-27680250		14.250768	0.083575		12.835659	0.133793	13.524718	10.002120
chr22	27706361	27706861	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	0	0.000000	0.008559	0.008559	0.000000	0.008559	0	0.000000	0.009760	0.009760	0.000000	0.009760	0.000000	0.004505	0.000000	0.004505	promoter	True	False	False	LOC100507657	LOC100507657	promoter|chr22:27706361-27706861	0.026224	31.587990		0.245629	35.678399		33.570954	0.000000
chr22	27710272	27710772	11	50.272615	0.670721	0.670721	100.545229	0.679429	50.272615	0.670721	100.545229	0.679429	82	188.809144	0.801051	0.801051	377.618288	0.811562	70	179.332218	0.793393	0.793393	358.664436	0.802252	184.070681	0.797898	368.141362	0.807508	genic	False	True	False		LOC100507657	genic|chr22:27710272-27710772		26.676088	0.827774		20.308757	0.697970	23.275700	96.196229
chr22	27953570	27954070	0	0.000000	0.048949	0.048949	0.000000	0.048949	0.000000	0.048949	0.000000	0.048949	10	23.025505	0.112162	0.112162	46.051011	0.114264	12	30.742666	0.270721	0.270721	61.485332	0.273874	26.884086	0.187387	53.768171	0.191291	intergenic	False	False	True			intergenic|chr22:27953570-27954070		14.846967	0.143945		11.887116	0.040065	13.284865	0.000000
chr22	27990601	27991101	5	22.851188	0.465015	0.465015	45.702377	0.471922	22.851188	0.465015	45.702377	0.471922	42	96.707122	0.648198	0.648198	193.414245	0.659009	28	71.732887	0.574474	0.574474	143.465774	0.581532	84.220005	0.618318	168.440010	0.628529	intergenic	False	False	True			intergenic|chr22:27990601-27991101		20.565619	0.632705		16.222524	0.468455	18.265439	43.869434
chr22	27998155	27998655	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	9	20.722955	0.089790	0.089790	41.445910	0.091441	11	28.180777	0.241441	0.241441	56.361554	0.244294	24.451866	0.160210	48.903732	0.164114	intergenic	False	False	True			intergenic|chr22:27998155-27998655		14.537230	0.112582		12.835659	0.133793	13.659975	10.571227
chr22	28023305	28023805	3	13.710713	0.338438	0.338438	27.421426	0.342042	13.710713	0.338438	27.421426	0.342042	15	34.538258	0.268318	0.268318	69.076516	0.275225	9	23.056999	0.182883	0.182883	46.113999	0.185285	28.797629	0.207958	57.595257	0.211862	intergenic	False	False	True			intergenic|chr22:28023305-28023805		15.074346	0.166969		14.813471	0.329224	14.943339	19.870481
chr22	28028976	28029476	3	13.710713	0.338438	0.338438	27.421426	0.342042	13.710713	0.338438	27.421426	0.342042	34	78.286718	0.598498	0.598498	156.573436	0.607808	23	58.923443	0.506907	0.506907	117.846886	0.514264	68.605081	0.562913	137.210161	0.570120	intergenic	False	False	True			intergenic|chr22:28028976-28029476		19.390149	0.571247		14.813471	0.329224	16.948021	30.669603
chr22	28058543	28059043	2	9.140475	0.255556	0.255556	18.280951	0.257357	9.140475	0.255556	18.280951	0.257357	19	43.748460	0.372523	0.372523	87.496920	0.380330	13	33.304555	0.298198	0.298198	66.609110	0.303303	38.526507	0.334234	77.053015	0.340240	intergenic	False	False	True			intergenic|chr22:28058543-28059043		16.479801	0.309282		13.901623	0.239123	15.135917	18.765676
chr22	28065279	28065779	43	196.520221	0.904805	0.904805	393.040442	0.909760	196.520221	0.904805	393.040442	0.909760	75	172.691290	0.783784	0.783784	345.382580	0.793844	54	138.341997	0.740991	0.740991	276.683994	0.751502	155.516643	0.764565	311.033287	0.774174	intergenic	False	False	True			intergenic|chr22:28065279-28065779		25.030996	0.793691		37.301097	0.936004	30.556237	174.820380
chr22	28066623	28067123	55	251.363073	0.926276	0.926276	502.726147	0.931231	251.363073	0.926276	502.726147	0.931231	52	119.732628	0.703754	0.703754	239.465256	0.714414	39	99.913664	0.661111	0.661111	199.827329	0.672072	109.823146	0.682132	219.646292	0.693544	intergenic	False	False	True			intergenic|chr22:28066623-28067123		22.254251	0.705584		40.409042	0.952864	29.987880	166.148980
chr22	28114039	28114539	59	269.644024	0.931982	0.931982	539.288048	0.937387	269.644024	0.931982	539.288048	0.937387	123	283.213716	0.864264	0.864264	566.427432	0.868018	99	253.626994	0.852553	0.852553	507.253988	0.859610	268.420355	0.857057	536.840710	0.862763	intergenic	False	False	True			intergenic|chr22:28114039-28114539		30.289960	0.885062		41.563201	0.958122	35.481653	269.031494
chr22	28115517	28116017	28	127.966656	0.855255	0.855255	255.933311	0.863814	127.966656	0.855255	255.933311	0.863814	41	94.404572	0.642943	0.642943	188.809144	0.653754	46	117.846886	0.701201	0.701201	235.693772	0.711111	106.125729	0.675375	212.251458	0.685285	intergenic	False	False	True			intergenic|chr22:28115517-28116017		22.062031	0.697607		30.532651	0.894670	25.954042	116.535637
chr22	28122658	28123158	70	319.916639	0.944595	0.944595	639.833278	0.950601	319.916639	0.944595	639.833278	0.950601	240	552.612128	0.937838	0.937838	1105.224257	0.943994	178	456.016212	0.921772	0.921772	912.032423	0.928829	504.314170	0.930631	1008.628340	0.939339	intergenic	False	False	True			intergenic|chr22:28122658-28123158		39.269512	0.952864		44.236171	0.966824	41.678926	401.669633
chr22	28197236	28197736	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	2	4.605101	0.035285	0.035285	9.210202	0.035736	3	7.685666	0.061562	0.061562	15.371333	0.062312	6.145384	0.045045	12.290768	0.045495	promoter	True	False	False	MN1	MN1	promoter|chr22:28197236-28197736	0.262238	35.612345		0.245629	35.678399		35.645357	5.299610
chr22	28225624	28226124	6	27.421426	0.512763	0.512763	54.842852	0.520721	27.421426	0.512763	54.842852	0.520721	9	20.722955	0.089790	0.089790	41.445910	0.091441	19	48.675888	0.432883	0.432883	97.351776	0.441742	34.699421	0.285135	69.398843	0.291742	intergenic	False	False	True			intergenic|chr22:28225624-28226124		15.953427	0.255983		16.767752	0.519761	16.355522	30.846517
chr22	28232110	28232610	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	9	20.722955	0.089790	0.089790	41.445910	0.091441	9	23.056999	0.182883	0.182883	46.113999	0.185285	21.889977	0.133483	43.779954	0.136186	intergenic	False	False	True			intergenic|chr22:28232110-28232610		14.250768	0.083575		12.835659	0.133793	13.524718	10.002120
chr22	28238468	28238968	3	13.710713	0.338438	0.338438	27.421426	0.342042	13.710713	0.338438	27.421426	0.342042	15	34.538258	0.268318	0.268318	69.076516	0.275225	14	35.866444	0.325826	0.325826	71.732887	0.330631	35.202351	0.292042	70.404702	0.298348	intergenic	False	False	True			intergenic|chr22:28238468-28238968		16.019671	0.262690		14.813471	0.329224	15.404770	21.969282
chr22	28242881	28243381	13	59.413090	0.712763	0.712763	118.826180	0.720871	59.413090	0.712763	118.826180	0.720871	98	225.649952	0.828979	0.828979	451.299905	0.836637	70	179.332218	0.793393	0.793393	358.664436	0.802252	202.491085	0.812613	404.982171	0.821922	intergenic	False	False	True			intergenic|chr22:28242881-28243381		27.459201	0.842277		21.597253	0.745105	24.352481	109.684188
